id,title,abstract,doi,url,journal,pub_date,authors,type,created_at,updated_at
186,Deep learning based solar forecasting for optimal PV BESS sizing in ultra fast charging stations,"Ultra-fast charging stations (UFCS) present a significant challenge due to their high power demand and reliance on grid electricity. This paper proposes an optimization framework that integrates deep learning-based solar forecasting with a Genetic Algorithm (GA) for optimal sizing of photovoltaic (PV) and battery energy storage systems (BESS). A Gated Recurrent Unit (GRU) model is employed to forecast PV output, while the GA maximizes the Net Present Value (NPV) by selecting optimal PV and BESS sizes tailored to weekday and weekend demand profiles. The results show that PV integration alone improves the NPV by €6.19 million, while combining PV and BESS increases it to €33.97 million. With projected cost reductions, the system achieves a peak NPV of €34.05 million. Reliability analysis using Energy Sufficiency Ratio (ESR) and Autonomy Ratio (AR) confirms enhanced self-sufficiency and reduced grid dependency. This study demonstrates the techno-economic potential of hybrid renewable-powered UFCS using intelligent forecasting and evolutionary optimization.",s41598-025-17408-0,https://www.nature.com/articles/s41598-025-17408-0,Scientific Reports,2025-09-09,,incremental,2025-09-12T18:16:21,2025-09-12T18:16:21
163,Learning ecosystem-scale dynamics from microbiome data with MDSINE2,"Although dynamical systems models are a powerful tool for analysing microbial ecosystems, challenges in learning these models from complex microbiome datasets and interpreting their outputs limit use. We introduce the Microbial Dynamical Systems Inference Engine 2 (MDSINE2), a Bayesian method that learns compact and interpretable ecosystems-scale dynamical systems models from microbiome timeseries data. Microbial dynamics are modelled as stochastic processes driven by interaction modules, or groups of microbes with similar interaction structure and responses to perturbations, and additionally, noise characteristics of data are modelled. Our open-source software package provides multiple tools for interpreting learned models, including phylogeny/taxonomy of modules, and stability, interaction topology and keystoneness. To benchmark MDSINE2, we generated microbiome timeseries data from two murine cohorts that received faecal transplants from human donors and were then subjected to dietary and antibiotic perturbations. MDSINE2 outperforms state-of-the-art methods and identifies interaction modules that provide insights into ecosystems-scale interactions in the gut microbiome.",s41564-025-02112-6,https://www.nature.com/articles/s41564-025-02112-6,Nature Microbiology,2025-09-09,,incremental,2025-09-12T17:58:09,2025-09-12T17:58:09
154,High-temperature polymer composite capacitors with high energy density designed via machine learning,"Polymer dielectrics are the primary energy storage media in electrostatic capacitors, which are essential components in power electronics for electric vehicles and renewable energy systems. Composite approach has been intensively explored to enhance the energy density (Ud) and breakdown strength (Eb) of polymers at high temperatures, but finding fillers with both a large bandgap (Eg) and high electronic affinity (Ea) remains challenging. Here, assisted by a generative machine learning approach, we discover and synthesize organic fillers of both a largeEg(~5.5 eV) and highEa(~4.5 eV). These fillers enable polyimide composite films to deliver aUdof 5.1 J cm−3at discharge efficiency of 90% and 2 × 105charge–discharge cycles at 250 °C. Moreover, we fabricate high-quality, kilometre-scale composite films using roll-to-roll processing and demonstrate that industrial capacitors incorporating these metalized composite films exhibit stable discharge and self healing in harsh environments.",s41560-025-01863-0,https://www.nature.com/articles/s41560-025-01863-0,Nature Energy,2025-09-09,,incremental,2025-09-12T17:48:49,2025-09-12T17:48:49
153,Sound science,"Passive acoustic monitoring is opening up new opportunities for biodiversity monitoring, but there is still work to do to ensure that it represents a reliable method for biodiversity reporting. Passive acoustic monitoring has emerged as a rapidly expanding tool for biodiversity monitoring, driven by technological developments in sensor technology, data processing and storage, and machine learning-based analysis. As with optical methods in remote sensing, acoustic recorders have the advantage of recording data on multiple taxonomic groups simultaneously, being readily amenable to automated analysis, and capturing data on large temporal and spatial scales without the constraints of a human observer being present. Two studies in this issue ofNature Ecology & Evolutionmake use of these approaches to both quantify biodiversity and track its dynamics through time. In a global analysis, Somervuo et al.placepassive acoustic recorders at natural and urban sites across all continents on Earth except Antarctica, and analyse bioacoustic signatures over a period of up to 3 years. By separately analysing sounds that originate from wildlife and those that originate from human sources, they show that soundscapes from wildlife are highly predictable across temporal scales, and have predictable rhythms that are structured by latitude, seasonality and time of day. However, they find the opposite to be true of anthropogenic soundscapes: not only are human-made sounds less predictable, but also, where patterns do exist, these often conflict with biological rhythms. For example, vehicle noise early in the morning and late in the evening coincides with the dawn and dusk chorus of bird song. Such conflicts for acoustic space on a global scale are of great concern, as they have the potential to mask animal communication. As with light pollution, this disruption of behaviour patterns within anthropogenic landscapes has the potential to exert strong selective pressure on animal populations if these are unable to sufficiently adjust their acoustic signals to increasing levels of urban noise. A second study in this issue demonstrates how acoustic monitoring can be used to augment more traditional biodiversity surveys. In their analysis of the effect of land-use change on avian biodiversity in Colombia, Socolar et al.conductbird surveys using expert observers, but supplement their point counts with sound recordings. They then use these to identify unknown sounds by cross referencing to sound libraries, including the Macaulay Library, a digital archive of natural history media hosted by Cornell Lab of Ornithology. With more than two million recordings, this represents the largest archive of animal media in the world. It is also the reference on which the hugely popular bird identification appMerlinis trained, using computer vision to match audio recordings to spectrograms. This app demonstrates the utility of acoustic species identification for citizen science and engagement with the natural world: more than 11 million people used Merlin to identify bird calls in 2024 alone. Another open archive of wildlife sounds isxeno-canto, now 20 years old, and host to some 700,000 citizen-science-enabled recordings. In a 2021 analysis, Morrison et al. used data from xeno-canto to reconstruct 25 years of soundscapes across Europe and North America, which revealed an alarming decline in acoustic diversity driven by declines in avian species richness1. They argue that such a loss of diverse soundscapes may have profound effects on human well-being, and dilute the quality of human–nature experiences. More than half of the terrestrial biosphere is now estimated to be exposed to high levels of ecological novelty, and shifts in community composition are widespread across the world2. Profound shifts in ecological soundscapes seem likely to become a consequence of these biotic changes. Fortunately, there are initiatives to document this acoustic diversity before it is lost: theVanishing Soundscapes Project, for example, aims to collect acoustic records of ecosystems at threat of being lost, and to create an archive of what they call ‘acoustic fossils’ — among them recordings taken at the exact location in the USA where Aldo Leopold wrote his influential ecological essays collated inA Sand County Almanacin 1949. Despite growing interest in collecting, archiving and analysing bioacoustic data, many challenges still remain before acoustic monitoring may become more widely adopted for long-term biodiversity monitoring. For example, it is no coincidence that much of the work on terrestrial biodiverse soundscape has been conducted on bird vocalizations. Not only are birds conspicuously vocal animals, but there also exists a wealth of archived acoustic data on which to train identification methods: an evaluation of more than 400 validated terrestrial and aquatic soundscape datasets revealed that 44% represented avian recordings, and there were pronounced data gaps among non-human-audible frequencies and subterranean ecosystems3. Adequate data storage for passive acoustic monitoring conducted over many months or years continues to represent a substantial challenge for the broad adoption of acoustic monitoring, as does the ability to accurately identify species in hyperdiverse ecosystems4,5. Indeed, an analysis of more than 8,000 soundscape recordings collected concurrently with manually recorded bird counts across 4 different diverse tropical and temperate ecosystems identified no common acoustic diversity features in biodiverse soundscapes, using both univariate and machine-learning-based classification methods6. Of course, we expect that such methods will continue to improve with advances in artificial intelligence7, but for now expert surveys continue to represent the gold standard. As with other biodiversity monitoring methods from satellite remote sensing to environmental DNA, passive acoustic monitoring represents a promising new tool in the monitoring arsenal, but we are not quite ready to throw out the human element just yet. Morrison, C. A. et al.Nat. Commun.12, 6217 (2021).ArticleCASPubMedPubMed CentralGoogle ScholarKerr, M. R. et al.Nat. Ecol. Evol.9, 589–598 (2025).ArticlePubMedGoogle ScholarDarras, K. F. A. et al.Glob. Ecol. Biogeogr.34, 5 (2025).ArticleGoogle ScholarBradfer-Lawrence, T., Buřivalová, Z. & Dent, D. H.Trends Ecol. Evol.40, 431–435 (2025).ArticleCASPubMedGoogle ScholarSugai, L. S. M. & Costa-Pereira, R.Trends Ecol. Evol.https://doi.org/10.1016/j.tree.2025.07.012(2025).ArticlePubMedGoogle ScholarSethi, S. S. et al.Nat. Ecol. Evol.7, 1373–1378 (2023).ArticlePubMedPubMed CentralGoogle ScholarRasmussen, J. H., Stowell, D. & Briefer, E. F.Science385, 138–140 (2024).ArticleCASPubMedGoogle ScholarDownload references Reprints and permissions Cite this articleSound science.Nat Ecol Evol9, 1531 (2025). https://doi.org/10.1038/s41559-025-02860-yDownload citationPublished:09 September 2025Issue Date:September 2025DOI:https://doi.org/10.1038/s41559-025-02860-yShare this articleAnyone you share the following link with will be able to read this content:Get shareable linkSorry, a shareable link is not currently available for this article.Copy to clipboardProvided by the Springer Nature SharedIt content-sharing initiative",s41559-025-02860-y,https://www.nature.com/articles/s41559-025-02860-y,Nature Ecology & Evolution,2025-09-09,,incremental,2025-09-12T17:47:31,2025-09-12T17:47:31
150,Bias in predictive models for vitreoretinal diseases: ethnic and socioeconomic disparities in artificial intelligence,"The use of artificial intelligence (AI) in vitreoretinal diseases presents a promising avenue for achieving improved outcomes in vitreoretinal diseases. Predictive models are particularly promising in surgical pathology due to their potential to assist with patient selection, risk stratification, and prediction of surgical outcomes. However, as AI technologies have become increasingly incorporated into vitreoretinal surgery, it is crucial to address potential biases, particularly those related to ethnicity, socioeconomic status, and social background. Such biases can significantly impact the performance of AI models, potentially resulting in inequitable healthcare outcomes, particularly for minority or underrepresented groups.AI systems are trained on large datasets, commonly from electronic health records, imaging data, and patient metadata [1]. When these datasets are unrepresentative or biased towards certain groups, the resulting models may perform poorly for individuals from different ethnic, socioeconomic, or geographical backgrounds.",s41433-025-03990-0,https://www.nature.com/articles/s41433-025-03990-0,Eye,2025-09-09,,incremental,2025-09-12T17:20:17,2025-09-12T17:20:17
143,A long noncoding RNA-based serum signature predicts ado-trastuzumab emtansine (T-DM1) treatment benefit in HER2+ metastatic breast cancer patients: a multicenter cohort study,"Ado-trastuzumab is considered a standard treatment for patients with HER2+ metastatic breast cancer (mBC). Current clinical practices do not reliably predict therapeutic outcomes for patients who are refractory to therapy. Long noncoding RNAs (lncRNAs) are emerging as critical regulators of gene expression and therapeutic resistance, and the use of lncRNAs as tumor biomarkers is becoming more common in other diseases. However, whether they may also be used to predict therapy response in HER2+ mBC is unclear. Using lncRNA microarray profiling, we identified 23 differentially expressed lncRNAs in the serum of HER2+ mBC patients with unique responses to trastuzumab-emtansine (T-DM1). Following RT-PCR validation and machine learning-based selection in the training cohort, four lncRNAs were selected to construct the signature panel and used for T-DM1 response prediction. This four-lncRNA signature classifies patients into high- and low-risk groups and significantly and distinctively predicts patient survival. Importantly, identical outcomes were obtained from the two validation cohorts, confirming that the signature accurately predicts the T-DM1 response of HER2+ mBC patients. Integrative analysis demonstrated that this four-lncRNA signature is primarily released by immune and tumor cells and is correlated with immune activity. Our findings indicate that the four-lncRNA signature is a potentially promising biomarker for predicting T-DM1 treatment outcome, as it may reliably predict the T-DM1 treatment response in HER2+ mBC.",s41420-025-02701-8,https://www.nature.com/articles/s41420-025-02701-8,Cell Death Discovery,2025-09-09,,incremental,2025-09-12T17:05:52,2025-09-12T17:05:52
139,Ethical insights into AI-driven caries detection: a scoping review,"BackgroundArtificial Intelligence (AI) has become increasingly integrated into dental diagnostics, particularly for detecting carious lesions. While AI offers benefits such as improved accuracy and efficiency, its use raises important ethical concerns, including transparency, patient privacy, autonomy, diversity and accountability. This scoping review aims to identify these ethical concerns using a structured ethical framework.MethodologyThree databases were searched for papers regarding caries detection using AI. An established ethical framework was used to screen each paper for potential areas of concern.ResultsA total of 351 abstracts were screened, of which 7 articles were included in this review. Each article was screened for established ethical principles including transparency, diversity, wellness, autonomy, privacy, accountability, equity, prudence, sustainable development, solidarity and governance. Diversity was the main ethical concern. Concerns related to accountability, equity and transparency were identified in 2 of the articles whereas ethical issue of privacy was identified in 4 of the articles. Only one study mentioned that no ethical approval was taken prior to commencement of study.ConclusionAI in caries detection faces ethical issues like data bias, privacy risks, and equity concerns, potentially leading to flawed AI models. These issues can be addressed by creating a more specialized ethical framework that is specific to AI in dentistry.Clinical relevanceUnderstanding ethical challenges in AI-driven caries detection is critical to ensure accurate diagnostics, maintain patient trust, protect privacy, and support informed decision-making. Clinicians must be equipped to navigate these challenges as AI tools become more prevalent in dental practice.",s41405-025-00366-0,https://www.nature.com/articles/s41405-025-00366-0,BDJ Open,2025-09-09,,incremental,2025-09-12T16:57:23,2025-09-12T16:57:23
183,Three methods for fair ranking of multiple protected items,"Three approaches to fair ranking in retrieval systems are compared in this paper: mPFR, which is based on the theory of preferences and eigensystems; cRR, which is a simple‘ ’round robin” method; and mMLP, which is based on linear programming. In order to increase fairness without sacrificing retrieval effectiveness, the techniques post-process the rankings that a retrieval system sends back to users. The findings demonstrate that when it comes to protecting elements, mPFR and cRR accomplish the same level of effectiveness and fairness. Despite being computationally more costly than the latter, the former’s mathematical architecture enables the ranking of reordering techniques at various levels of complexity, while mMLP might not be practical for datasets that are too big. Therefore, the choice between these methods often hinges on the specific use case and dataset size, where trade-offs between computational efficiency and desired fairness come into play. Future research could explore optimizing these techniques further to enhance their applicability across diverse scenarios, ensuring that both fairness and effectiveness are maintained.",s41598-025-12735-8,https://www.nature.com/articles/s41598-025-12735-8,Scientific Reports,2025-09-08,,incremental,2025-09-12T18:16:21,2025-09-12T18:16:21
167,Vessel diameters of 14 basal cerebral arteries assessed in 1000 digital subtraction angiographies,"Angiographic normative values for the size of intracranial vessels are difficult to obtain, since they vary with gender, height and weight. Cerebral angiography only is indicated in severe cerebrovascular diseases, which also can affect cerebral vessel diameters, impeding the definition of physiological values. To approximate “normal” values, over 1000 contemporary cerebral angiographies from a single neurovascular centre were analyzed. Diameters of 14 basal cerebral arteries, age at examination, gender and underlying disease were noted. The dataset (SPSS 29, IBM) comprises 1010 digital subtraction angiographies. For example, a significant difference (p < 0.001) in the size of the left carotid artery between male (3.23 mm, n = 361, sd = 0.49) and female (3.09 mm, n = 645, sd = 0.52) patients is found. The data can be used to compute intraindividual indices in given diseases, e.g. whether an enlarged diameter of the right media, calculated as ratio to the left media or to the ipsilateral carotid artery, is associated to cerebral aneurysms. The dataset allows for training of machine learning programs, e.g. to predict ischemic stroke or cerebral hemorrhage.",s41597-025-05908-7,https://www.nature.com/articles/s41597-025-05908-7,Scientific Data,2025-09-08,,incremental,2025-09-12T18:10:24,2025-09-12T18:10:24
160,Scvi-hub: an actionable repository for model-driven single-cell analysis,"The growing availability of single-cell omics datasets presents new opportunities for reuse, while challenges in data transfer, normalization and integration remain a barrier. Here we present scvi-hub: a platform for efficiently sharing and accessing single-cell omics datasets using pretrained probabilistic models. It enables immediate execution of fundamental tasks like visualization, imputation, annotation and deconvolution on new query datasets using state-of-the-art methods, with massively reduced storage and compute requirements. We show that pretrained models support efficient analysis of large references, including the CZI CELLxGENE Discover Census. Scvi-hub is built within the scvi-tools open-source environment and integrated into scverse. Scvi-hub offers a scalable and user-friendly framework for accessing and contributing to a growing ecosystem of ready-to-use models and datasets, thus putting the power of atlas-level analysis at the fingertips of a broad community of users.",s41592-025-02799-9,https://www.nature.com/articles/s41592-025-02799-9,Nature Methods,2025-09-08,,incremental,2025-09-12T17:57:09,2025-09-12T17:57:09
158,Building the world’s first truly global medical foundation model,"Since 2022, the field of medical artificial intelligence (AI) has begun a shift toward foundation models, machine learning systems that are trained on broad data at scale and are adaptable to a wide range of downstream tasks1,2. Medical foundation models are rapidly evolving, driven by the synergy of expanding medical data repositories, advances in neural network architecture (especially transformers), self-supervised learning approaches and computing power. Medical foundation models are capable of performing, or can be adapted to perform, a range of medical tasks with a minimal amount of annotated data. To date, several promising breakthroughs with foundation models have been demonstrated across diverse medical domains, including pathology, radiology and ophthalmology3,4,5.Nevertheless, training robust medical foundation models requires large, diverse and clinically useful representative data6. Assembling such datasets remains a major challenge for the research community because of strict data-sharing regulations intended to protect patient privacy and ensure ethical compliance. For these reasons, most existing foundational models are trained on datasets that are geographically and demographically ‘narrow’ (that is, not globally representative), limiting their generalizability and effectiveness, particularly in under-represented regions and populations6,7,8.",s41591-025-03859-5,https://www.nature.com/articles/s41591-025-03859-5,Nature Medicine,2025-09-08,,incremental,2025-09-12T17:54:50,2025-09-12T17:54:50
