id,title,abstract,doi,url,journal,pub_date,authors,type,created_at,updated_at
7,OmnibusX: A unified platform for accessible multi-omics analysis,"OmnibusX is an integrated, privacy-centric platform that enables code-free multi-omics data analysis by bridging computational methodologies with user-friendly interfaces. Designed to overcome challenges posed by fragmented analytical tools and high computational barriers, OmnibusX consolidates workflows for diverse technologies - including bulk RNA-seq, single-cell RNA-seq, single-cell ATAC-seq, and spatial transcriptomics - into a single, cohesive application. The application integrates established open-source tools such as Scanpy, DESeq2, SciPy, and scikit-learn into transparent, reproducible pipelines, offering users control over analytical parameters. Additionally, OmnibusX features proprietary modules, including a highly accurate cell-type prediction engine and an interactive plotting editor for generating publication-quality visualizations. Available as a standalone desktop application and an enterprise edition for centralized server deployment, OmnibusX ensures all data processing is conducted locally, eliminating external data transfer and usage tracking. By lowering technical barriers and enhancing reproducibility, OmnibusX aims to accelerate biological discovery and foster robust, data-driven collaborations. A fully documented trial version is accessible at:https://omnibusx.com/apps.",10.1371/journal.pcbi.1013480,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1013480,PLOS Computational Biology,2025-09-08,Linh Truong; Thao Truong; Huy Nguyen,incremental,2025-09-12T22:05:57,2025-09-12T22:05:57
1,Continuous monitoring and machine vision reveals that developing gerbils exhibit structured social behaviors prior to the emergence of autonomy,"Investigating social and independent behavior structure in early life is critical for understanding development and brain maturation in social mammals. However, this investigation necessitates monitoring animals over weeks to months often with subsecond time resolution creating challenges for both lab studies focused on brief observation periods and field studies in which animal tracking can be imprecise. Here we used machine vision and two-week long continuous behavior recordings of families of gerbils, a highly social rodent, in large, undisturbed home environments to quantify the behavioral development of individual pups. We discovered that individual pups exhibited complex social behaviors from the first day they left the nest including a preference for interactions with siblings over parents. Critically, independent behaviors such as foraging for food and water emerged several days later, each with a stereotyped temporal trajectory. Analysis of individual animal development confirmed the quality of our tracking methods and the stability and distinctness of each behavioral measure. Our work supports a model in which early and sustained social interactions may be supportive of solitary exploration for physiological needs. This model suggests that understanding the development of behavioral independence as well as maturation of sensory and motor systems in social rodents such as gerbils may require integration of social behavioral knowledge earlier than typically considered.",10.1371/journal.pbio.3003348,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3003348,PLOS Biology,2025-09-08,Catalin Mitelut; Marielisa Diez Castro; Ralph E. Peterson; Maria Gonçalves; Jennifer Li; Madeline Gamer; Simon RO Nilsson; Talmo D. Pereira; Dan H. Sanes,incremental,2025-09-12T21:58:24,2025-09-12T21:58:24
6,The detection of algebraic auditory structures emerges with self-supervised learning,"Humans can spontaneously detect complex algebraic structures. Historically, two opposing views explain this ability, at the root of language and music acquisition. Some argue for the existence of an innate and specific mechanism. Others argue that this ability emerges from experience: i.e. when generic learning principles continuously process sensory inputs. These two views, however, remain difficult to test experimentally. Here, we use deep learning models to evaluate the factors that lead to the spontaneous detection of algebraic structures in the auditory modality. Specifically, we use self-supervised learning to train multiple deep-learning models with a variable amount of either natural (environmental sounds) and/or cultural sounds (speech or music) to evaluate the impact of these stimuli. We then expose these models to the experimental paradigms classically used to evaluate the processing of algebraic structures. Like humans, these models spontaneously detect repeated sequences, probabilistic chunks, and complex algebraic structures. Also like humans, this ability diminishes with structure complexity. Importantly, this ability can emerge from experience alone: the more the models are exposed to natural sounds, the more they spontaneously detect increasingly complex structures. Finally, this ability does not emerge in models pretrained only on speech, and emerges more rapidly in models pretrained with music than environmental sounds. Overall, our study provides an operational framework to clarify sufficient built-in and acquired principles that model human’s advanced capacity to detect algebraic structures in sounds.",10.1371/journal.pcbi.1013271,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1013271,PLOS Computational Biology,2025-09-05,Pierre Orhan; Yves Boubenec; Jean-Rémi King,incremental,2025-09-12T22:05:57,2025-09-12T22:05:57
5,Drug-induced liver injury prediction based on graph convolutional networks and toxicogenomics,"Drug-induced liver injury is a leading cause of high attrition rates for both candidate drugs and marketed medications. Previous in silico models may not effectively utilize biological drug property information and often lack robust model validation. In this study, we developed a graph convolutional network embedded with a biological graph learning (BioGL) module—named BioGL-GCN(Biological Graph Learning-Graph Convolutional Network)—for drug-induced liver injury prediction using toxicogenomic profiles. The BioGL module learned the optimal graph representations of gene interactions by utilizing the constructed protein-protein interaction network, which represents initial gene relationships, and gene frequency information obtained from gene enrichment analysis. Finally, the graph convolutional network was used to identify drug hepatotoxicity. Our method pays more attention to gene-gene relationships compared to previous approaches, thereby achieving more accurate predictive performance. We applied BioGL-GCN to predict DILI risk for active components in the integrated traditional Chinese medicine (ITCM) database and validated these predictions through hepatotoxicity experiments using a 3D primary human hepatocyte (PHH) model. The results showed that our model achieved a prediction accuracy of 79%, thus further validating the reliability of the constructed model.",10.1371/journal.pcbi.1013423,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1013423,PLOS Computational Biology,2025-09-05,Tong Xiao; Ying Liu; Kaimiao Hu; Kaimin Guo; Mengying Zhang; TingTing Wang; Weihua Lei; Wenjia Wang; Shuiping Zhou; Yunhui Hu; Ran Su,incremental,2025-09-12T22:05:57,2025-09-12T22:05:57
4,Potentials and limitations in the application of Convolutional Neural Networks for mosquito species identification using wing images,"This study addresses the pressing global health burden of mosquito-borne diseases by investigating the application of Convolutional Neural Networks (CNNs) for mosquito species identification using wing images. Conventional identification methods are hampered by the need for significant expertise and resources, while CNNs offer a promising alternative. Our research aimed to develop a reliable and applicable classification system that can be used under real-world conditions, with a focus on improving model adaptability to unencountered devices, mitigating dataset biases, and ensuring usability across different users without standardized protocols. We utilized a large, diverse dataset of mosquito wing images of 21 taxa and three image-capturing devices (N = 14,888) and a preprocessing pipeline to standardize images and remove undesirable image features. The developed CNN models demonstrated high performance, with an average balanced accuracy of 98.3% and a macro F1-score of 97.6%, effectively distinguishing between the 21 mosquito taxa, including morphologically similar pairs. The preprocessing pipeline improved the model’s robustness, reducing performance drops on unfamiliar devices effectively. However, the study also highlights the persistence of inherent dataset biases, which the preprocessing steps could only partially mitigate. The classification system’s practical usability was demonstrated through a feasibility study, showing high inter-rater reliability. The results underscore the potential of the proposed workflow to enhance vector surveillance, especially in resource-constrained settings, and suggest its applicability to other winged insect species. The classification system developed in this study is available for public use, providing a valuable tool for vector surveillance and research, supporting efforts to mitigate the spread of mosquito-borne diseases.",10.1371/journal.pcbi.1013435,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1013435,PLOS Computational Biology,2025-09-05,Kristopher Nolte; Jan Baumbach; Christian Lins; Jens Johann Georg Lohmann; Philip Kollmannsberger; Felix Gregor Sauer; Renke Lühken,incremental,2025-09-12T22:05:57,2025-09-12T22:05:57
20,"Peace of mind: A quasi-experimental, mixed-method evaluation of a community-based mental health intervention for persons affected by Neglected Tropical Diseases","Evidence consistently shows high levels of mental distress amongst populations affected by skin NTDs. Self-help groups are thought to be a key intervention strategy to support affected persons. However, to date, self-help interventions have largely been concerned with physical improvements as opposed to psychological outcomes. This paper provides an evaluation of the impact of the ‘Peace of Mind’ intervention in Kasai Province, DRC. Peace of Mind was a community-based, peer-led mental health intervention, combining lay counselling, mutual support, self-care, and income generation activities within a self-help group model to address health, psychosocial and economic impacts of skin-NTDs. This mixed-methods study used a quasi-experimental difference-in-difference approach. A survey measured levels of depression, anxiety, and stigma before and after intervention. To facilitate data matching, machine learning was used to predict (based on age, sex, health zone and disability status) which participants in the baseline would have attended the self-help groups. In addition, qualitative and participatory methods including photovoice, in-depth interviews and key informant interviews were completed to elicit the experiences of group members and health staff. Our findings show that after 6 months of intervention this holistic approach was effective at reducing levels of depression (PHQ-9 score reduction ranging on average from -3.5 to -6.7 points,p< .05) and anxiety (GAD-7 score reduction from -2.0 to -3.3 points,p< .05) in persons affected by skin NTDs. However, the prevalence of depression (64%) and anxiety (52%) remained high with suicidal thoughts reported by 35% of respondents at endline. Whilst we found no impact on stigma scores, qualitative data indicated improvements to self-esteem and ability to take part in community life. To our knowledge, this is the first study in the DRC to evaluate the impact of a community-based, peer-led intervention on mental health outcomes of persons affected by skin-NTDs. Holistic self-help groups have the potential to serve as a key component of integrated NTD/mental health service provision at community-level. However, this should be accompanied by the integration of stigma-reduction strategies, the strengthening of primary health care capacities, and the establishment of mental health services at secondary and tertiary care levels.",10.1371/journal.pmen.0000423,https://journals.plos.org/mentalhealth/article?id=10.1371/journal.pmen.0000423,PLOS Mental Health,2025-09-04,Maaike L. Seekles; Motto Nganda; Jacob Kadima; Lucas Sempe; Joy Kim; Pierre Omumbu; Junior Kukola; Stephanie M. Ngenyibungi; Florent Ngondu; Louis Sabuni; Laura Dean,incremental,2025-09-12T22:19:50,2025-09-12T22:19:50
15,Development and evaluation of a lightweight large language model chatbot for medication enquiry,"Large Language Models (LLMs) show promise in augmenting digital health applications. However, development and scaling of large models face computational constraints, data security concerns and limitations of internet accessibility in some regions. We developed and tested Med-Pal, a medical domain-specific LLM-chatbot fine-tuned with a fine-grained, expert curated medication-enquiry dataset consisting of 1,100 question and answer pairs. We trained and validated five light-weight, open-source LLMs of smaller parameter size (7 billion or less) on a validation dataset of 231 medication-related enquiries. We introduce SCORE, an LLM-specific evaluation criteria for clinical adjudication of LLM responses, performed by a multidisciplinary expert team. The best performing lighted-weight LLM was chosen as Med-Pal for further engineering with guard-railing against adversarial prompts. Med-Pal outperformed Biomistral and Meerkat, achieving 71.9% high-quality responses in a separate testing dataset. Med-Pal’s light-weight architecture, clinical alignment and safety guardrails enable implementation under varied settings, including those with limited digital infrastructure.",10.1371/journal.pdig.0000961,https://journals.plos.org/digitalhealth/article?id=10.1371/journal.pdig.0000961,PLOS Digital Health,2025-09-04,Kabilan Elangovan; Jasmine Chiat Ling Ong; Liyuan Jin; Benjamin Jun Jie Seng; Yu Heng Kwan; Lit Soo Ng; Ryan Jian Zhong; Justina Koi Li Ma; Yu He Ke; Nan Liu; Kathleen M. Giacomini; Daniel Shu Wei Ting,incremental,2025-09-12T22:06:42,2025-09-12T22:06:42
2,A single-graph visualization to reveal hidden explainability patterns of SHAP feature interactions in machine learning for biomedical issues,"In the last decades, the utility of Machine Learning (ML) in the biomedical domain has been demonstrated repeatedly. Their inherent opacity need augmenting ML with explainability techniques. A common practice in model explainability however, is to focus solely on the explanatory values themselves without accounting for both the main and interaction effects. While this approach simplifies interpretation, it potentially overlooks critical medical information since the nature of the interactions may provide clues to the underlying biological mechanisms. This article introduces a novel method for analyzing explanatory values of machine learning (ML) models, in the form of a comprehensive graphical visualization. The method not only emphasises the individual contributions of the features but also gives insights about the interactions they share with one another. Designed for local additive explanation methods, the proposed tool effectively translates the complex and multidimensional nature of these values into an intuitive single-graph format. It offers a clear window into how feature interactions contribute to the overall prediction of the ML model while aiding in the identification of various interaction types, such as mutual attenuation, positive/negative synergies or dominance of one feature over another. This approach provides insights for generating hypotheses, improving the transparency of ML models, particularly in the context of biology and medicine since living organisms are characterised by a multitude of parameters in complex interactions, a complexity that ensures the “stability” and robustness of structures and functions.",10.1371/journal.pcsy.0000060,https://journals.plos.org/complexsystems/article?id=10.1371/journal.pcsy.0000060,PLOS Complex Systems,2025-09-04,Félix Furger; Miguel Thomas; Julien Aligon; Emmanuel Doumard; Cyrille Delpierre; Louis Casteilla; Paul Monsarrat,incremental,2025-09-12T21:59:26,2025-09-12T21:59:26
14,Correction: GPT-4 can pass the Korean National Licensing Examination for Korean Medicine Doctors,"The second author’s name is spelled incorrectly. The correct name is: Taerim Yun. The correct citation is: Jang D, Yun T, Lee C-Y, Kwon Y-K, Kim C-E (2023) GPT-4 can pass the Korean National Licensing Examination for Korean Medicine Doctors. PLOS Digit Health 2(12): e0000416.https://doi.org/10.1371/journal.pdig.0000416",10.1371/journal.pdig.0001000,https://journals.plos.org/digitalhealth/article?id=10.1371/journal.pdig.0001000,PLOS Digital Health,2025-09-03,Dongyeop Jang; Taerim Yun; Choong-Yeol Lee; Young-Kyu Kwon; Chang-Eop Kim,incremental,2025-09-12T22:06:42,2025-09-12T22:06:42
3,Deep learning approach for automatic assessment of schizophrenia and bipolar disorder in patients using R-R intervals,"Schizophrenia and bipolar disorder are severe mental illnesses that significantly impact quality of life. These disorders are associated with autonomic nervous system dysfunction, which can be assessed through heart activity analysis. Heart rate variability (HRV) has shown promise as a potential biomarker for diagnostic support and early screening of those conditions. This study aims to develop and evaluate an automated classification method for schizophrenia and bipolar disorder using short-duration electrocardiogram (ECG) signals recorded with a low-cost wearable device. We conducted classification experiments using machine learning techniques to analyze R-R interval windows extracted from short ECG recordings. The study included 60 participants—30 individuals diagnosed with schizophrenia or bipolar disorder and 30 control subjects. We evaluated multiple machine learning models, including Support Vector Machines, XGBoost, multilayer perceptrons, Gated Recurrent Units, and ensemble methods. Two time window lengths (about 1 and 5 minutes) were evaluated. Performance was assessed using 5-fold cross-validation and leave-one-out cross-validation, with hyperparameter optimization and patient-level classification based on individual window decisions. Our method achieved classification accuracy of 83% for the 5-fold cross-validation and 80% for the leave-one-out scenario. Despite the complexity of our scenario, which mirrors real-world clinical settings, the proposed approach yielded performance comparable to advanced diagnostic methods reported in the literature. The results highlight the potential of short-duration HRV analysis as a cost-effective and accessible tool for aiding in the diagnosis of schizophrenia and bipolar disorder. Our findings support the feasibility of using wearable ECG devices and machine learning-based classification for psychiatric screening, paving the way for further research and clinical applications.",10.1371/journal.pcbi.1012983,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1012983,PLOS Computational Biology,2025-09-03,Kamil Książek; Wilhelm Masarczyk; Przemysław Głomb; Michał Romaszewski; Krisztián Buza; Przemysław Sekuła; Michał Cholewa; Katarzyna Kołodziej; Piotr Gorczyca; Magdalena Piegza,incremental,2025-09-12T22:05:57,2025-09-12T22:05:57
